County Code,State Name,County Name
011,Oklahoma,Blaine
013,Oklahoma,Bryan
017,Oklahoma,Canadian
025,Oklahoma,Cimarron
029,Oklahoma,Coal
035,Oklahoma,Craig
039,Oklahoma,Custer
045,Oklahoma,Ellis
049,Oklahoma,Garvin
055,Oklahoma,Greer
193,North Carolina,Wilkes
141,Tennessee,Putnam
045,Texas,Briscoe
049,Texas,Brown
055,Texas,Caldwell
061,Texas,Cameron
065,Texas,Carson
067,Texas,Cass
073,Texas,Cherokee
077,Texas,Clay
081,Texas,Coke
085,Texas,Collin
087,Texas,Collingsworth
091,Texas,Comal
047,Maryland,Worcester
007,Massachusetts,Dukes
013,Massachusetts,Hampden
015,Massachusetts,Hampshire
017,Massachusetts,Middlesex
017,New Jersey,Hudson
019,New Jersey,Hunterdon
021,New Jersey,Mercer
029,New Jersey,Ocean
033,New Jersey,Salem
035,New Jersey,Somerset
041,New Jersey,Warren
007,New Mexico,Colfax
055,Montana,McCone
057,Montana,Madison
195,North Carolina,Wilson
199,North Carolina,Yancey
005,North Dakota,Benson
009,North Dakota,Bottineau
017,North Dakota,Cass
027,North Dakota,Eddy
029,North Dakota,Emmons
037,North Dakota,Grant
039,North Dakota,Griggs
043,North Dakota,Kidder
047,North Dakota,Logan
053,North Dakota,McKenzie
059,North Dakota,Morton
063,North Dakota,Nelson
001,Tennessee,Anderson
003,Tennessee,Bedford
065,Oklahoma,Jackson
071,Oklahoma,Kay
083,Oklahoma,Logan
085,Oklahoma,Love
091,Oklahoma,McIntosh
099,Oklahoma,Murray
101,Oklahoma,Muskogee
107,Oklahoma,Okfuskee
111,Oklahoma,Okmulgee
117,Oklahoma,Pawnee
119,Oklahoma,Payne
125,Oklahoma,Pottawatomie
021,Massachusetts,Norfolk
023,Massachusetts,Plymouth
003,Michigan,Alger
005,Michigan,Allegan
007,Michigan,Alpena
063,Montana,Missoula
065,Montana,Musselshell
071,Montana,Phillips
077,Montana,Powell
083,Montana,Richland
087,Montana,Rosebud
091,Montana,Sheridan
097,Montana,Sweet Grass
101,Montana,Toole
065,North Dakota,Oliver
067,North Dakota,Pembina
071,North Dakota,Ramsey
075,North Dakota,Renville
081,North Dakota,Sargent
089,North Dakota,Stark
093,North Dakota,Stutsman
097,North Dakota,Traill
101,North Dakota,Ward
001,Ohio,Adams
005,Ohio,Ashland
011,Ohio,Auglaize
013,Ohio,Belmont
017,Ohio,Butler
019,Ohio,Carroll
003,Pennsylvania,Allegheny
007,Pennsylvania,Beaver
361,Texas,Orange
369,Texas,Parmer
383,Texas,Reagan
385,Texas,Real
387,Texas,Red River
395,Texas,Robertson
399,Texas,Runnels
403,Texas,Sabine
415,Texas,Scurry
417,Texas,Shackelford
419,Texas,Shelby
423,Texas,Smith
427,Texas,Starr
431,Texas,Sterling
017,Michigan,Bay
019,Michigan,Benzie
021,Michigan,Berrien
027,Michigan,Cass
031,Michigan,Cheboygan
033,Michigan,Chippewa
109,Montana,Wibaux
007,Nebraska,Banner
011,Nebraska,Boone
013,Nebraska,Box Butte
019,Nebraska,Buffalo
025,Nebraska,Cass
029,Nebraska,Chase
033,Nebraska,Cheyenne
039,Nebraska,Cuming
045,Nebraska,Dawes
051,Nebraska,Dixon
057,Nebraska,Dundy
071,Nebraska,Garfield
075,Nebraska,Grant
023,Ohio,Clark
025,Ohio,Clermont
029,Ohio,Columbiana
033,Ohio,Crawford
037,Ohio,Darke
041,Ohio,Delaware
043,Ohio,Erie
049,Ohio,Franklin
019,New Mexico,Guadalupe
021,New Mexico,Harding
025,New Mexico,Lea
033,New Mexico,Mora
039,New Mexico,Rio Arriba
143,Tennessee,Rhea
147,Tennessee,Robertson
149,Tennessee,Rutherford
155,Tennessee,Sevier
161,Tennessee,Stewart
167,Tennessee,Tipton
175,Tennessee,Van Buren
177,Tennessee,Warren
055,South Carolina,Kershaw
061,South Carolina,Lee
065,South Carolina,McCormick
071,South Carolina,Newberry
073,South Carolina,Oconee
041,Michigan,Delta
043,Michigan,Dickinson
047,Michigan,Emmet
051,Michigan,Gladwin
065,Michigan,Ingham
069,Michigan,Iosco
131,Illinois,Mercer
191,Georgia,McIntosh
079,Nebraska,Hall
081,Nebraska,Hamilton
083,Nebraska,Harlan
087,Nebraska,Hitchcock
099,Nebraska,Kearney
101,Nebraska,Keith
105,Nebraska,Kimball
109,Nebraska,Lancaster
115,Nebraska,Loup
119,Nebraska,Madison
091,Mississippi,Marion
097,Mississippi,Montgomery
101,Mississippi,Newton
109,Mississippi,Pearl River
119,Mississippi,Quitman
121,Mississippi,Rankin
129,Mississippi,Smith
041,New Mexico,Roosevelt
043,New Mexico,Sandoval
049,New Mexico,Santa Fe
057,New Mexico,Torrance
061,New Mexico,Valencia
007,New York,Broome
011,New York,Cayuga
013,New York,Chautauqua
019,New York,Clinton
027,New York,Dutchess
033,New York,Franklin
035,New York,Fulton
039,New York,Greene
131,Oklahoma,Rogers
135,Oklahoma,Sequoyah
137,Oklahoma,Stephens
143,Oklahoma,Tulsa
145,Oklahoma,Wagoner
149,Oklahoma,Washita
003,Oregon,Benton
005,Oregon,Clackamas
011,Oregon,Coos
013,Oregon,Crook
021,Oregon,Gilliam
027,Oregon,Hood River
075,Michigan,Jackson
079,Michigan,Kalkaska
081,Michigan,Kent
087,Michigan,Lapeer
093,Michigan,Livingston
095,Michigan,Luce
099,Michigan,Macomb
101,Michigan,Manistee
115,Michigan,Monroe
137,Mississippi,Tate
141,Mississippi,Tishomingo
143,Mississippi,Tunica
153,Mississippi,Wayne
155,Mississippi,Webster
157,Mississippi,Wilkinson
163,Mississippi,Yazoo
007,Missouri,Audrain
017,Missouri,Bollinger
023,Missouri,Butler
029,Missouri,Camden
035,Missouri,Carter
041,Missouri,Chariton
045,Missouri,Clark
041,New York,Hamilton
045,New York,Jefferson
051,New York,Livingston
055,New York,Monroe
059,New York,Nassau
063,New York,Niagara
071,New York,Orange
073,New York,Orleans
075,New York,Oswego
435,Texas,Sutton
437,Texas,Swisher
441,Texas,Taylor
447,Texas,Throckmorton
451,Texas,Tom Green
453,Texas,Travis
457,Texas,Tyler
467,Texas,Van Zandt
469,Texas,Victoria
477,Texas,Washington
483,Texas,Wheeler
485,Texas,Wichita
489,Texas,Willacy
499,Texas,Wood
001,Utah,Beaver
007,Utah,Carbon
071,Michigan,Iron
125,Michigan,Oakland
131,Michigan,Ontonagon
135,Michigan,Oscoda
145,Michigan,Saginaw
147,Michigan,St. Clair
157,Michigan,Tuscola
047,Missouri,Clay
051,Missouri,Cole
055,Missouri,Crawford
057,Missouri,Dade
061,Missouri,Daviess
067,Missouri,Douglas
073,Missouri,Gasconade
077,Missouri,Greene
079,Missouri,Grundy
087,Missouri,Holt
011,North Carolina,Avery
013,North Carolina,Beaufort
019,North Carolina,Brunswick
025,North Carolina,Cabarrus
223,Georgia,Paulding
081,New York,Queens
087,New York,Rockland
089,New York,St. Lawrence
093,New York,Schenectady
099,New York,Seneca
103,New York,Suffolk
107,New York,Tioga
117,New York,Wayne
017,Pennsylvania,Bucks
023,Pennsylvania,Cameron
079,South Carolina,Richland
083,South Carolina,Spartanburg
085,South Carolina,Sumter
089,South Carolina,Williamsburg
005,South Dakota,Beadle
011,South Dakota,Brookings
019,South Dakota,Butte
023,South Dakota,Charles Mix
033,South Dakota,Custer
039,South Dakota,Deuel
041,South Dakota,Dewey
045,South Dakota,Edmunds
051,South Dakota,Grant
059,South Dakota,Hand
159,Michigan,Van Buren
163,Michigan,Wayne
001,Minnesota,Aitkin
003,Minnesota,Anoka
011,Minnesota,Big Stone
017,Minnesota,Carlton
025,Minnesota,Chisago
035,Minnesota,Crow Wing
037,Minnesota,Dakota
041,Minnesota,Douglas
043,Minnesota,Faribault
045,Minnesota,Fillmore
053,Minnesota,Hennepin
059,Minnesota,Isanti
035,North Carolina,Catawba
037,North Carolina,Chatham
039,North Carolina,Cherokee
041,North Carolina,Chowan
047,North Carolina,Columbus
059,North Carolina,Davie
061,North Carolina,Duplin
065,North Carolina,Edgecombe
069,North Carolina,Franklin
071,North Carolina,Gaston
075,North Carolina,Graham
077,North Carolina,Granville
083,North Carolina,Halifax
087,North Carolina,Haywood
027,Pennsylvania,Centre
029,Pennsylvania,Chester
033,Pennsylvania,Clearfield
039,Pennsylvania,Crawford
045,Pennsylvania,Delaware
049,Pennsylvania,Erie
051,Pennsylvania,Fayette
055,Pennsylvania,Franklin
061,Pennsylvania,Huntingdon
067,Pennsylvania,Juniata
073,Pennsylvania,Lawrence
079,Pennsylvania,Luzerne
029,Oregon,Jackson
033,Oregon,Josephine
039,Oregon,Lane
043,Oregon,Linn
049,Oregon,Morrow
051,Oregon,Multnomah
059,Oregon,Umatilla
065,Oregon,Wasco
071,Oregon,Yamhill
063,Minnesota,Jackson
065,Minnesota,Kanabec
069,Minnesota,Kittson
105,Missouri,Laclede
111,Missouri,Lewis
119,Missouri,McDonald
125,Missouri,Maries
129,Missouri,Mercer
139,Missouri,Montgomery
141,Missouri,Morgan
147,Missouri,Nodaway
153,Missouri,Ozark
157,Missouri,Perry
161,Missouri,Phelps
167,Missouri,Polk
095,North Carolina,Hyde
099,North Carolina,Jackson
105,North Carolina,Lee
111,North Carolina,McDowell
115,North Carolina,Madison
121,North Carolina,Mitchell
129,North Carolina,New Hanover
135,North Carolina,Orange
139,North Carolina,Pasquotank
143,North Carolina,Perquimans
147,North Carolina,Pitt
153,North Carolina,Richmond
085,Pennsylvania,Mercer
089,Pennsylvania,Monroe
095,Pennsylvania,Northampton
101,Pennsylvania,Philadelphia
109,Pennsylvania,Snyder
111,Pennsylvania,Somerset
115,Pennsylvania,Susquehanna
119,Pennsylvania,Union
121,Pennsylvania,Venango
125,Pennsylvania,Washington
133,Pennsylvania,York
009,Utah,Daggett
013,Utah,Duchesne
019,Utah,Grand
023,Utah,Juab
001,Texas,Anderson
013,Texas,Atascosa
015,Texas,Austin
017,Texas,Bailey
023,Texas,Baylor
025,Texas,Bee
029,Texas,Bexar
033,Texas,Borden
035,Texas,Bosque
039,Texas,Brazoria
171,Missouri,Putnam
175,Missouri,Randolph
177,Missouri,Ray
181,Missouri,Ripley
186,Missouri,Ste. Genevieve
187,Missouri,St. Francois
197,Missouri,Schuyler
203,Missouri,Shannon
207,Missouri,Stoddard
213,Missouri,Taney
219,Missouri,Warren
225,Missouri,Webster
510,Missouri,St. Louis
003,Montana,Big Horn
159,North Carolina,Rowan
163,North Carolina,Sampson
169,North Carolina,Stokes
175,North Carolina,Transylvania
061,Ohio,Hamilton
071,Ohio,Highland
077,Ohio,Huron
081,Ohio,Jefferson
087,Ohio,Lawrence
093,Ohio,Lorain
099,Ohio,Mahoning
101,Ohio,Marion
001,Rhode Island,Bristol
003,Rhode Island,Kent
005,Rhode Island,Newport
001,South Carolina,Abbeville
003,South Carolina,Aiken
007,South Carolina,Anderson
017,South Carolina,Calhoun
023,South Carolina,Chester
025,South Carolina,Chesterfield
063,South Dakota,Harding
065,South Dakota,Hughes
069,South Dakota,Hyde
075,South Dakota,Jones
079,South Dakota,Lake
085,South Dakota,Lyman
093,South Dakota,Meade
097,South Dakota,Miner
101,South Dakota,Moody
113,South Dakota,Shannon
115,South Dakota,Spink
117,South Dakota,Stanley
121,South Dakota,Todd
127,South Dakota,Union
005,Montana,Blaine
009,Montana,Carbon
015,Montana,Chouteau
019,Montana,Daniels
023,Montana,Deer Lodge
029,Montana,Flathead
035,Montana,Glacier
041,Montana,Hill
129,Nebraska,Nuckolls
133,Nebraska,Pawnee
141,Nebraska,Platte
007,Iowa,Appanoose
011,Iowa,Benton
015,Iowa,Boone
019,Iowa,Buchanan
023,Iowa,Butler
027,Iowa,Carroll
033,Iowa,Cerro Gordo
081,Illinois,Jefferson
091,Illinois,Kankakee
093,Illinois,Kendall
099,Illinois,LaSalle
101,Illinois,Lawrence
105,Illinois,Livingston
109,Illinois,McDonough
111,Illinois,McHenry
117,Illinois,Macoupin
125,Illinois,Mason
127,Illinois,Massac
185,Georgia,Lowndes
189,Georgia,McDuffie
195,Georgia,Madison
199,Georgia,Meriwether
205,Georgia,Mitchell
209,Georgia,Montgomery
213,Georgia,Murray
221,Georgia,Oglethorpe
229,Georgia,Pierce
231,Georgia,Pike
235,Georgia,Pulaski
241,Georgia,Rabun
247,Georgia,Rockdale
255,Georgia,Spalding
257,Georgia,Stephens
267,Georgia,Tattnall
269,Georgia,Taylor
183,Kansas,Smith
187,Kansas,Stanton
189,Kansas,Stevens
197,Kansas,Wabaunsee
207,Kansas,Woodson
191,Kentucky,Pendleton
193,Kentucky,Perry
201,Kentucky,Robertson
205,Kentucky,Rowan
207,Kentucky,Russell
217,Kentucky,Taylor
221,Kentucky,Trigg
231,Kentucky,Wayne
233,Kentucky,Webster
237,Kentucky,Wolfe
239,Kentucky,Woodford
005,Louisiana,Ascension
091,Louisiana,St. Helena
093,Louisiana,St. James
097,Louisiana,St. Landry
099,Louisiana,St. Martin
103,Louisiana,St. Tammany
113,Louisiana,Vermilion
117,Louisiana,Washington
011,Kentucky,Bath
013,Kentucky,Bell
015,Kentucky,Boone
027,Kentucky,Breckinridge
029,Kentucky,Bullitt
133,Illinois,Monroe
137,Illinois,Morgan
141,Illinois,Ogle
143,Illinois,Peoria
147,Illinois,Piatt
153,Illinois,Pulaski
159,Illinois,Richland
165,Illinois,Saline
167,Illinois,Sangamon
177,Illinois,Stephenson
183,Illinois,Vermilion
191,Illinois,Wayne
195,Illinois,Whiteside
197,Illinois,Will
001,Indiana,Adams
275,Georgia,Thomas
279,Georgia,Toombs
281,Georgia,Towns
289,Georgia,Twiggs
295,Georgia,Walker
301,Georgia,Warren
035,Kansas,Cowley
041,Kansas,Dickinson
047,Kansas,Edwards
051,Kansas,Ellis
053,Kansas,Ellsworth
057,Kansas,Ford
063,Kansas,Gove
073,Kansas,Greenwood
077,Kansas,Harper
079,Kansas,Harvey
087,Kansas,Jefferson
011,Louisiana,Beauregard
015,Louisiana,Bossier
017,Louisiana,Caddo
023,Louisiana,Cameron
031,Louisiana,De Soto
035,Louisiana,East Carroll
041,Louisiana,Franklin
043,Louisiana,Grant
049,Louisiana,Jackson
051,Louisiana,Jefferson
055,Louisiana,Lafayette
035,Kentucky,Calloway
039,Kentucky,Carlisle
041,Kentucky,Carroll
045,Kentucky,Casey
057,Kentucky,Cumberland
065,Kentucky,Estill
067,Kentucky,Fayette
071,Kentucky,Floyd
079,Kentucky,Garrard
083,Kentucky,Graves
085,Kentucky,Grayson
091,Kentucky,Hancock
097,Kentucky,Harrison
101,Kentucky,Henderson
107,Kentucky,Hopkins
267,Texas,Kimble
271,Texas,Kinney
277,Texas,Lamar
281,Texas,Lampasas
285,Texas,Lavaca
287,Texas,Lee
291,Texas,Liberty
293,Texas,Limestone
295,Texas,Lipscomb
301,Texas,Loving
305,Texas,Lynn
307,Texas,McCulloch
317,Texas,Martin
323,Texas,Maverick
327,Texas,Menard
331,Texas,Milam
333,Texas,Mills
800,Virginia,Suffolk
810,Virginia,Virginia Beach
840,Virginia,Winchester
001,Washington,Adams
003,Washington,Asotin
005,Washington,Benton
015,Washington,Cowlitz
017,Washington,Douglas
019,Washington,Ferry
023,Washington,Garfield
025,Washington,Grant
600,Virginia,Fairfax
101,Wisconsin,Racine
107,Wisconsin,Rusk
111,Wisconsin,Sauk
113,Wisconsin,Sawyer
119,Wisconsin,Taylor
123,Wisconsin,Vernon
125,Wisconsin,Vilas
133,Wisconsin,Waukesha
139,Wisconsin,Winnebago
003,Wyoming,Big Horn
009,Wyoming,Converse
017,Wyoming,Hot Springs
019,Wyoming,Johnson
023,West Virginia,Grant
025,West Virginia,Greenbrier
027,West Virginia,Hampshire
033,West Virginia,Harrison
037,West Virginia,Jefferson
045,West Virginia,Logan
051,West Virginia,Marshall
053,West Virginia,Mason
059,West Virginia,Mingo
065,West Virginia,Morgan
069,West Virginia,Ohio
075,West Virginia,Pocahontas
341,Texas,Moore
083,West Virginia,Randolph
087,West Virginia,Roane
091,West Virginia,Taylor
093,West Virginia,Tucker
097,West Virginia,Upshur
099,West Virginia,Wayne
103,West Virginia,Wetzel
105,West Virginia,Wirt
107,West Virginia,Wood
011,Wisconsin,Buffalo
013,Wisconsin,Burnett
019,Wisconsin,Clark
021,Wisconsin,Columbia
023,Wisconsin,Crawford
029,Washington,Island
039,Utah,Sanpete
043,Utah,Summit
045,Utah,Tooele
049,Utah,Utah
057,Utah,Weber
003,Vermont,Bennington
007,Vermont,Chittenden
011,Vermont,Franklin
015,Vermont,Lamoille
021,Vermont,Rutland
023,Wyoming,Lincoln
005,Virginia,Alleghany
011,Virginia,Appomattox
013,Virginia,Arlington
015,Virginia,Augusta
019,Virginia,Bedford
025,Virginia,Brunswick
031,Virginia,Campbell
033,Virginia,Caroline
036,Virginia,Charles City
045,Virginia,Craig
049,Virginia,Cumberland
051,Virginia,Dickenson
081,West Virginia,Raleigh
061,Virginia,Fauquier
067,Virginia,Franklin
069,Virginia,Frederick
073,Virginia,Gloucester
081,Virginia,Greensville
085,Virginia,Hanover
091,Virginia,Highland
095,Virginia,James City
103,Virginia,Lancaster
037,Utah,San Juan
119,Virginia,Middlesex
027,Unknown State,Camuy
035,Unknown State,Cayey
041,Unknown State,Cidra
043,Unknown State,Coamo
053,Unknown State,Fajardo
055,Unknown State,Guánica
059,Unknown State,Guayanilla
067,Unknown State,Hormigueros
073,Unknown State,Jayuya
025,Vermont,Windham
005,Unknown State,Aguadilla
037,Washington,Kittitas
039,Washington,Klickitat
059,Washington,Skamania
075,Washington,Whitman
017,West Virginia,Doddridge
029,West Virginia,Hancock
043,West Virginia,Lincoln
055,West Virginia,Mercer
073,West Virginia,Pleasants
085,West Virginia,Ritchie
095,West Virginia,Tyler
057,Virginia,Essex
079,Unknown State,Lajas
081,Unknown State,Lares
089,Unknown State,Luquillo
095,Unknown State,Maunabo
101,Unknown State,Morovis
103,Unknown State,Naguabo
109,Unknown State,Patillas
117,Unknown State,Rincón
119,Unknown State,Río Grande
125,Unknown State,San Germán
131,Unknown State,San Sebastián
137,Unknown State,Toa Baja
143,Unknown State,Vega Alta
115,Virginia,Mathews
095,Louisiana,St. John the Baptist
111,Louisiana,Union
001,Kentucky,Adair
005,Kentucky,Anderson
007,Kentucky,Ballard
019,Kentucky,Boyd
037,Kentucky,Campbell
049,Kentucky,Clark
061,Kentucky,Edmonson
069,Kentucky,Fleming
081,Kentucky,Grant
093,Kentucky,Hardin
109,Kentucky,Jackson
125,Kentucky,Laurel
131,Kentucky,Leslie
075,Unknown State,Juana Díaz
037,Oklahoma,Creek
047,Oklahoma,Garfield
183,North Carolina,Wake
187,North Carolina,Washington
003,North Dakota,Barnes
013,North Dakota,Burke
025,North Dakota,Dunn
041,North Dakota,Hettinger
055,North Dakota,McLean
069,North Dakota,Pierce
087,North Dakota,Slope
095,North Dakota,Towner
009,Ohio,Athens
021,Ohio,Champaign
109,West Virginia,Wyoming
015,Wisconsin,Calumet
027,Wisconsin,Dodge
027,Utah,Millard
033,Utah,Rich
041,Utah,Sevier
055,Utah,Wayne
013,Vermont,Grand Isle
003,Virginia,Albemarle
009,Virginia,Amherst
023,Virginia,Botetourt
035,Virginia,Carroll
053,Virginia,Dinwiddie
065,Virginia,Fluvanna
147,Unknown State,Vieques
151,Unknown State,Yabucoa
153,Unknown State,Yauco
003,Alabama,Baldwin
027,Alabama,Clay
041,Alabama,Crenshaw
057,Alabama,Fayette
073,Alabama,Jefferson
091,Alabama,Marengo
103,Alabama,Morgan
115,Alabama,St. Clair
129,Alabama,Washington
147,Kentucky,McCreary
165,Kentucky,Menifee
181,Kentucky,Nicholas
041,Iowa,Clay
043,Iowa,Clayton
049,Iowa,Dallas
057,Iowa,Des Moines
073,Iowa,Greene
081,Iowa,Hancock
091,Iowa,Humboldt
099,Iowa,Jasper
115,Iowa,Louisa
131,Iowa,Mitchell
147,Iowa,Palo Alto
157,Iowa,Poweshiek
165,Iowa,Shelby
179,Iowa,Wapello
187,Iowa,Webster
197,Iowa,Wright
031,Ohio,Coshocton
045,Ohio,Fairfield
013,New Mexico,Doña Ana
017,New Mexico,Grant
037,New Mexico,Quay
059,New Mexico,Union
017,New York,Chenango
031,New York,Essex
049,New York,Lewis
065,New York,Oneida
077,New York,Otsego
079,Virginia,Greene
129,Florida,Wakulla
011,Georgia,Banks
019,Georgia,Berrien
027,Georgia,Brooks
033,Georgia,Burke
039,Georgia,Camden
051,Georgia,Chatham
061,Georgia,Clay
240,Alaska,Southeast Fairbanks
149,Arkansas,Yell
011,California,Colusa
027,California,Inyo
047,California,Merced
063,California,Plumas
077,California,San Joaquin
091,California,Sierra
107,California,Tulare
011,Colorado,Bent
019,Colorado,Clear Creek
027,Colorado,Custer
013,Kansas,Brown
023,Kansas,Cheyenne
071,Minnesota,Koochiching
079,Minnesota,Le Sueur
087,Minnesota,Mahnomen
101,Minnesota,Murray
107,Minnesota,Norman
125,Minnesota,Red Lake
131,Minnesota,Rice
143,Minnesota,Sibley
159,Minnesota,Wadena
169,Minnesota,Winona
007,Mississippi,Attala
023,Mississippi,Clarke
035,Mississippi,Forrest
043,Mississippi,Grenada
091,New York,Saratoga
101,New York,Steuben
113,New York,Warren
011,Pennsylvania,Berks
019,Pennsylvania,Butler
025,Pennsylvania,Carbon
037,Pennsylvania,Columbia
053,Pennsylvania,Forest
057,Pennsylvania,Fulton
075,Pennsylvania,Lebanon
081,Pennsylvania,Lycoming
099,Pennsylvania,Perry
117,Pennsylvania,Tioga
131,Pennsylvania,Wyoming
149,Unknown State,Villalba
005,Alabama,Barbour
013,Alabama,Butler
019,Alabama,Cherokee
041,California,Marin
053,California,Monterey
061,California,Placer
090,Alaska,Fairbanks North Star
041,Colorado,El Paso
049,Colorado,Grand
085,Florida,Martin
093,Florida,Okeechobee
105,Florida,Polk
121,Florida,Suwannee
133,Florida,Washington
007,Georgia,Baker
021,Georgia,Bibb
035,Georgia,Butts
047,Georgia,Catoosa
065,Georgia,Clinch
075,Georgia,Cook
057,Mississippi,Itawamba
069,Mississippi,Kemper
119,Louisiana,Webster
125,Louisiana,West Feliciana
017,Maine,Oxford
015,Maryland,Cecil
027,Maryland,Howard
001,Massachusetts,Barnstable
003,Massachusetts,Berkshire
027,Massachusetts,Worcester
025,Michigan,Calhoun
039,Michigan,Crawford
049,Michigan,Genesee
007,Rhode Island,Providence
021,South Carolina,Cherokee
033,South Carolina,Dillon
045,South Carolina,Greenville
009,Tennessee,Blount
019,Tennessee,Carter
037,Tennessee,Davidson
051,Tennessee,Franklin
063,Tennessee,Hamblen
075,Tennessee,Haywood
085,Tennessee,Humphreys
099,Tennessee,Lawrence
113,Tennessee,Madison
127,Tennessee,Moore
019,California,Fresno
023,California,Humboldt
035,California,Lassen
037,California,Los Angeles
085,Georgia,Dawson
099,Georgia,Early
117,Georgia,Forsyth
051,Colorado,Gunnison
055,Colorado,Huerfano
065,Colorado,Lake
079,Colorado,Mineral
089,Colorado,Otero
101,Colorado,Pueblo
117,Colorado,Summit
005,Connecticut,Litchfield
007,Florida,Bradford
019,Florida,Clay
027,Florida,DeSoto
035,Florida,Flagler
059,Michigan,Hillsdale
063,Michigan,Huron
113,Michigan,Missaukee
119,Michigan,Montmorency
129,Michigan,Ogemaw
137,Michigan,Otsego
149,Michigan,St. Joseph
005,Minnesota,Becker
013,Minnesota,Blue Earth
023,Minnesota,Chippewa
033,Minnesota,Cottonwood
047,Minnesota,Freeborn
061,Minnesota,Itasca
095,Missouri,Jackson
133,Tennessee,Overton
145,Tennessee,Roane
159,Tennessee,Smith
165,Tennessee,Sumner
047,South Carolina,Greenwood
051,South Carolina,Horry
059,South Carolina,Laurens
069,South Carolina,Marlboro
087,South Carolina,Union
015,South Dakota,Brule
025,South Dakota,Clark
037,South Dakota,Day
049,South Dakota,Faulk
057,South Dakota,Hamlin
067,South Dakota,Hutchinson
077,South Dakota,Kingsbury
097,Virginia,King and Queen
109,Virginia,Louisa
035,Alabama,Conecuh
039,Alabama,Covington
049,Alabama,DeKalb
053,Alabama,Escambia
063,Alabama,Greene
069,Alabama,Houston
075,Alabama,Lamar
077,Alabama,Lauderdale
047,Florida,Hamilton
067,Florida,Lafayette
077,Florida,Liberty
001,Arizona,Apache
007,Arizona,Gila
019,Arizona,Pima
011,Arkansas,Bradley
023,Arkansas,Cleburne
037,Arkansas,Cross
039,Arkansas,Dallas
055,Arkansas,Greene
065,Arkansas,Izard
079,Arkansas,Lincoln
099,Missouri,Jefferson
115,Missouri,Linn
121,Missouri,Macon
135,Missouri,Moniteau
145,Missouri,Newton
163,Missouri,Pike
173,Missouri,Ralls
185,Missouri,St. Clair
201,Missouri,Scott
215,Missouri,Texas
223,Missouri,Wayne
007,Montana,Broadwater
021,Montana,Dawson
031,Montana,Gallatin
091,South Dakota,Marshall
107,South Dakota,Potter
119,South Dakota,Sully
129,South Dakota,Walworth
057,Oklahoma,Harmon
061,Oklahoma,Haskell
069,Oklahoma,Johnston
075,Oklahoma,Kiowa
093,Oklahoma,Major
103,Oklahoma,Noble
115,Oklahoma,Ottawa
133,Oklahoma,Seminole
141,Oklahoma,Tillman
009,Oregon,Columbia
067,California,Sacramento
071,California,San Bernardino
111,California,Ventura
005,Colorado,Arapahoe
109,Arkansas,Pike
117,Arkansas,Prairie
135,Arkansas,Sharp
307,Georgia,Webster
311,Georgia,White
315,Georgia,Wilcox
005,Hawaii,Kalawao
005,Idaho,Bannock
027,Idaho,Canyon
039,Idaho,Elmore
063,Idaho,Lincoln
075,Idaho,Payette
001,Illinois,Adams
017,Illinois,Cass
047,Montana,Lake
123,Nebraska,Morrill
127,Nebraska,Nemaha
143,Nebraska,Polk
153,Nebraska,Sarpy
167,Nebraska,Stanton
179,Nebraska,Wayne
185,Nebraska,York
011,Nevada,Eureka
027,Nevada,Pershing
005,New Hampshire,Cheshire
017,New Hampshire,Strafford
027,New Jersey,Morris
037,New Jersey,Sussex
023,Oregon,Grant
047,Oregon,Marion
061,Oregon,Union
009,Pennsylvania,Bedford
355,Texas,Nueces
363,Texas,Palo Pinto
373,Texas,Polk
389,Texas,Reeves
405,Texas,San Augustine
413,Texas,Schleicher
421,Texas,Sherman
439,Texas,Tarrant
455,Texas,Trinity
471,Texas,Walker
083,Georgia,Dade
089,Georgia,DeKalb
097,Georgia,Douglas
105,Georgia,Elbert
111,Georgia,Fannin
121,Georgia,Fulton
067,Colorado,La Plata
071,Colorado,Las Animas
095,Arkansas,Monroe
025,Illinois,Clay
039,Illinois,De Witt
045,Illinois,Edgar
061,Illinois,Greene
069,Illinois,Hardin
049,Indiana,Fulton
053,Indiana,Grant
063,Indiana,Hendricks
075,Indiana,Jay
093,Indiana,Lawrence
099,Indiana,Marshall
113,Indiana,Noble
119,Indiana,Owen
133,Indiana,Putnam
145,Indiana,Shelby
157,Indiana,Tippecanoe
011,New Mexico,De Baca
049,Montana,Lewis and Clark
053,Montana,Lincoln
075,Montana,Powder River
085,Montana,Roosevelt
001,Nebraska,Adams
005,Nebraska,Arthur
017,Nebraska,Brown
027,Nebraska,Cedar
041,Nebraska,Custer
059,Nebraska,Fillmore
069,Nebraska,Garden
077,Nebraska,Greeley
089,Nebraska,Holt
481,Texas,Wharton
493,Texas,Wilson
503,Texas,Young
005,Utah,Cache
017,Utah,Garfield
183,Tennessee,Weakley
187,Tennessee,Williamson
003,Texas,Andrews
019,Texas,Bandera
027,Texas,Bell
041,Texas,Brazos
059,Texas,Callahan
075,Texas,Childress
083,Texas,Coleman
089,Texas,Colorado
100,Alaska,Haines
170,Alaska,Matanuska-Susitna
001,California,Alameda
105,Alabama,Perry
111,Alabama,Randolph
113,Alabama,Russell
123,Alabama,Tallapoosa
165,Indiana,Vermillion
003,Iowa,Adams
013,Iowa,Black Hawk
025,Iowa,Calhoun
